Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,Vibration_Z,RPM,Temperature (°C),Humidity (%),Sound (dB),Pressure (bar),Current (A),Vibration_Y,Vibration_X,vibration_total,Overheating
1,0,0,0,48.699955641069884,1.1897272689006813,0.47079365819941127,0.46471797264425185,0.2051456618060889,6.655758977903625,74.83678856455454,69.14150522169507,6.55185202465293,0.7094240292916363,1
0,0,1,0,49.49689610637059,1.8299114255633997,0.40571226115573483,0.519470959853342,0.4576321653279545,6.378933318412395,72.79283817031961,73.55502467815678,4.592965962879251,0.8288266658705182,1
0,0,0,0,49.45694920063933,1.4766561136045804,0.4212766824931746,0.5782506355330662,0.4083304072850745,6.822490046613832,73.36573080109206,74.9469880559366,4.772339905040953,0.8827621305205338,1
0,1,0,0,46.10958386834585,1.4469697313190037,0.424131071993297,0.31396192490142105,0.4845229407580808,7.146314371352519,76.11103611095227,73.42489134010248,5.463058346510263,0.7571825846031378,1
1,0,0,0,48.337012363678205,1.225770134784843,0.46425564996926094,0.44359517682376626,0.2442898905686554,6.724491884938539,75.01532648160864,69.74166084897553,6.399298499282756,0.7161155964136868,1
1,0,0,1,45.70595930125529,1.1311215596020552,0.6454505514516422,0.4356076469003627,0.32433569683628855,6.702805826615958,75.48066830949527,70.82649502211565,6.026971403552287,0.8487759963332143,1
0,1,1,0,49.24553063989873,0.9641012880873301,0.5387825097509882,0.47661109678721636,0.7349345784489792,7.276820257617466,74.19143739279228,72.10884738503403,4.563308704154407,1.0311577332557054,1
0,1,0,0,44.77852982329353,1.5788261711063953,0.4002645027773589,0.23645857582110155,0.6292018985697,7.399765234221279,76.76508556969877,75.63327004767666,4.8993583068714965,0.7823555182176231,1
0,0,0,0,49.67665456411407,1.4718117670688207,0.42227404795641926,0.5942939714132582,0.39798630262342327,6.795418698325763,73.20615232697293,74.91450243799092,4.766355712261485,0.8874910598709018,1
0,1,0,0,45.04868782885945,1.5416484639184245,0.40864187946371505,0.2509826667625355,0.635596464206031,7.392329692783685,76.6094349022718,75.42011785979896,4.879034493608739,0.7974027306437345,1
0,1,0,0,46.47535979860924,1.6701625271168026,0.4020608577626698,0.3382700664724876,0.5671742671199067,7.031621674922778,75.33512778274117,74.88778691662553,4.7892288952565,0.7988175930719293,1
0,1,0,0,45.09440961689536,1.5353564747391713,0.41005967435877344,0.2534407372018971,0.6366786863448626,7.391071294947834,76.58309244090799,75.38404378850458,4.875594872857414,0.7999493346417791,1
0,0,0,0,49.425262942239776,1.477354772998604,0.42113284085322855,0.5759368400105054,0.40982225057937227,6.826394319698082,73.38874546348343,74.9516731836377,4.773202954880629,0.8820801167773136,1
0,1,1,0,66.77103453892832,1.5055248904841867,0.49470809166170593,0.7135325115042099,0.3987280692059145,6.033210311065307,62.65144089637178,69.27903486471261,6.256574671452561,1.0482631705327032,1
0,0,0,1,67.51848765379242,1.431144876380659,0.7473738516567908,0.37914911520739186,0.9309413419281801,3.9014275696729266,64.7801484375682,71.28154063126331,5.989929326676934,1.2550080969470485,1
0,0,0,1,65.70969518752942,1.2188886143252613,0.7179797615377165,0.38919189473079596,0.8677776734435992,4.089293383570932,63.03161462905191,71.456767776609,5.784343114851213,1.1923051910090299,1
0,0,0,1,65.69304101277515,1.6854924450151034,0.6561214077357582,0.5471521352314404,0.5629363864415224,4.260109620209318,65.62433317776218,73.36462881395661,4.597417361879598,1.1057448857672207,1
0,0,0,1,65.76248071231353,1.2270208380314958,0.7190591294114531,0.3899164019337151,0.8708679184519684,4.075838249802434,63.07700722319398,71.45381060435219,5.793806066073014,1.1954311085685299,1
0,0,0,1,66.64794074826786,1.3634362497331438,0.7371651749645809,0.40206977497622554,0.9227057748985946,3.8501327504415257,63.838453248510454,71.40420500009704,5.9525439996894765,1.2478673604755777,1
0,0,0,1,65.58435638903072,1.1995787153968884,0.7154168113163143,0.3874715582808137,0.8604399118508176,4.121242489070603,62.92383028412445,71.46378955803749,5.761873414280016,1.1848827252342515,1
0,1,0,1,65.63022636772976,1.4149764390438315,0.43275875406388964,0.467343065776865,0.44921777625521037,5.527803753784035,61.32547629641567,69.96778527012017,4.3098022705187224,0.8071851444427447,1
0,0,0,1,66.94295520745082,1.428579846709335,0.7163898038896325,0.41360960549812714,0.9008509107499183,3.908998241589148,63.937330568192294,71.24650559067747,5.867392448218845,1.2293779601079937,1
0,0,0,1,66.7937573497276,1.385900992254953,0.740146858972021,0.4040711793099867,0.9312423770568822,3.8129638128145324,63.963847356768554,71.39603600281637,5.978684790987582,1.2565025057513686,1
0,0,0,1,66.00149527281862,1.628671923428151,0.6761100555083112,0.5162052440099751,0.6485730296904293,4.144439272693022,65.30979100469155,72.92325511948653,4.91601814363501,1.1430426423602316,1
0,0,0,0,70.68680947550048,1.4394172571161892,0.7573007085394271,0.17068512067203087,0.8076828689687802,5.067833253382685,68.89979404386224,70.57011588800772,5.700396000933376,1.1217290854004816,1
0,0,0,0,69.64063323694876,1.436685726467229,0.754022871760675,0.23951969302582563,0.8483826756382858,4.682687431879309,67.53949178068011,70.8050275238183,5.79599957364698,1.1657376624403322,1
0,1,1,0,66.77459851949735,1.5046536952339822,0.4976067958578413,0.7100081307192914,0.4050640346619482,6.006757655286366,62.669419198353275,69.30326993258194,6.253961085701946,1.0508607884422259,1
0,0,0,1,65.97976322785289,1.6326751948692044,0.6747017618049406,0.5183855972055488,0.642539527732842,4.152588789555166,65.33195197159738,72.9543519601447,4.893571228769105,1.1404148410023074,1
0,1,0,1,65.93423467296752,1.4181267841758292,0.4984434500660395,0.4548992025054745,0.5538092346375305,5.152912683076321,61.93034256175921,70.26391771252794,4.670516788132447,0.9049586666586702,1
0,0,0,1,67.04383167302096,1.424427848784741,0.7452604235659748,0.40750357198264053,0.9458825825382016,3.7492193774652467,64.17889726503482,71.38202623680554,6.023516042222244,1.271311711903244,1
0,1,1,0,66.7937567791157,1.4999705651050497,0.5131888470141075,0.6910627406522463,0.4391231628723662,5.864560795007871,62.766061974650334,69.43354609798679,6.239911695315149,1.064824343331537,1
0,0,0,0,70.57788900921699,1.4391328694757624,0.7569594433709148,0.1778516892107883,0.8119202448111408,5.027734596082494,68.75816899892966,70.59457322508443,5.710349568348317,1.1263109469979975,1
0,1,0,1,65.8977332060945,1.4177485306331035,0.4905568637002104,0.4563933039992407,0.54125121701904,5.19792485466067,61.85771788155589,70.22836187951174,4.627206757490365,0.8932192604624085,1
0,0,0,1,69.48393414609778,1.546953409255865,0.513946577359351,0.5490756115244901,0.45225260281306734,4.578542424682306,73.22631507032668,79.37923541878361,5.438451975952642,0.8787918525437762,1
0,0,0,0,65.54793739185722,1.1510410777813562,0.3136772419751298,0.34367528723313656,0.4402445119461442,3.21629428060297,72.19128014735551,76.68264509419575,4.370849822122025,0.6503087529809317,1
0,1,1,0,67.5734392497788,1.1884390891482584,0.5399378097981248,0.4641890971797853,0.45966624557097346,3.9532361600628123,73.5545178627127,74.97139604100923,3.868629545993447,0.8535933538086133,1
0,1,1,0,67.38780959140433,1.7665946497357972,0.6576600505722993,0.44824415953114516,0.36465712257870164,6.090771128108924,74.01903624504725,69.02064229639063,3.8578095914043278,0.8764501432336591,1
0,1,1,0,67.27205613353483,1.2079064146294254,0.5583455885604325,0.44090347514367384,0.45386711231128846,3.674417105678468,73.2666778077822,75.02813232107763,3.702854265364916,0.844589460601798,1
0,0,0,0,65.95264928347326,1.1586413010980894,0.37884915691611704,0.36685596834917283,0.4438546180215925,3.316997239549685,72.47438846590383,76.15442957368279,4.158043569253495,0.7005585871974038,1
0,1,1,0,67.13690525085184,1.2723891304657475,0.5770665351221066,0.43455846822828226,0.4399284247444477,3.992298461669943,73.38797381274857,73.78022160505296,3.606905250851841,0.847235787219707,1
0,1,1,0,67.13694350903093,1.1808194627511632,0.5598576902362447,0.4351256650651514,0.45455021070435253,3.634300369441549,73.29762760132493,74.69926652682726,3.5899689234711145,0.8429219831527959,1
0,1,1,0,68.24637387274973,1.3572543892536084,0.5387881156929799,0.4885525908571036,0.45315593147974476,4.072678371342955,73.24889828699362,76.94476466208798,4.467373659274424,0.8596553896464278,1
0,1,1,0,67.18736343352587,1.3717764599752016,0.5932743150113406,0.4373107327377748,0.4247909699422385,4.414312353125472,73.51488378735294,72.82304517008498,3.657363433525872,0.8531109478853623,1
0,1,1,0,67.2503801629532,1.4959003209684418,0.613516052342546,0.44074800888835686,0.4058859511140373,4.941361362881384,73.673380409852,71.627636908827,3.720380162953209,0.8604483784147477,1
0,1,1,0,67.2804759626224,1.5551799263774582,0.6231831879938624,0.4423895979612219,0.39685721121327944,5.19307168738736,73.74907590598967,71.0567287090417,3.750475962622402,0.8639526199281641,1
0,1,1,0,67.20984505812652,1.1983704103697579,0.5595943510230079,0.43786103568939894,0.4539125218553821,3.6489877609860213,73.26781304638455,74.90575359974522,3.6540390054642367,0.8436274873048251,1
0,1,1,0,67.42702902863907,1.2316613839519732,0.555234818768194,0.4484824415465819,0.45375399340975253,3.7377636905385954,73.2638498352438,75.33298776071699,3.824457084516053,0.846985815042971,1
0,0,0,1,64.3247201375704,1.1520678801774786,0.6575278497930228,0.5370247705326799,0.3562375806211756,3.773179142899632,72.81749965887515,75.4632722029596,3.8225619263317,0.9300345951393653,1
0,1,1,0,68.46610108622237,1.204021714722086,0.49920037436940357,0.5236256832970997,0.47012886559911493,4.605480344795889,74.07987495348748,75.52791838293165,4.438508424122006,0.8754169924784219,1
0,0,0,0,65.53686047151967,1.150833060498022,0.3118934937705393,0.34304083451896733,0.4401457037365605,3.2135380515987926,72.18353150355132,76.69710229538747,4.376674306055381,0.6489334204984388,1
0,1,1,0,67.30525624403535,1.6039895715847607,0.6311429147507457,0.4437412496746549,0.38942312678939794,5.400324950113754,73.8114020683313,70.58665427981445,3.77525624403534,0.8668379425245345,1
0,0,0,1,62.90425840319996,1.1377197818505045,0.706598346071274,0.5909736202421025,0.3060192364767663,3.8621373525268714,72.58506046597817,75.87075819544567,3.9574340506052565,0.9753719044320428,1
0,0,0,0,65.61499027919454,1.1523002869332308,0.3244749604524557,0.3475158751463545,0.44084263629328474,3.2329788018653103,72.23818568826286,76.59513005814046,4.335591965869532,0.6586341729704022,1
1,0,0,1,67.3513587086498,1.4249655386950741,0.5546885464036216,0.4192215287405597,0.2824870363277764,6.779264849468976,67.80421397116912,59.14897932321705,4.858529698937951,0.7638462873537991,1
0,1,0,0,63.535865526360276,1.2369186648957773,0.45321767684928055,0.5805892818041116,0.4080148571924085,6.297543017266171,68.1600338592143,60.40631124213253,4.002760694115452,0.8707105174445997,1
1,0,0,1,66.12301972043817,1.2926143522766256,0.5801865014002027,0.3150152469702167,0.3669925591715265,6.791320186374551,66.11913722273195,60.955929655015595,4.015189673844535,0.7720020550868987,1
1,0,0,1,66.32603265557424,1.3754092893402348,0.4680147310583568,0.33493766337659947,0.3733539190638219,6.232244556307312,66.58055370276412,59.02,4.778386793570509,0.7376183584419373,1
1,0,1,0,66.09917697483722,1.6360519863572285,0.24743378191619747,0.3836875011520001,0.5456677020917232,5.715785878884751,67.46384284265504,59.02,5.343112637107328,0.7508366885133484,1
1,0,0,1,66.26018282729126,1.4510665388568544,0.403986281004477,0.34908837115655983,0.42337176735536486,6.082331117450307,66.83694771501489,59.02,4.942310834189851,0.7414552681572346,1
1,0,1,0,66.09476123995637,1.6411253838799102,0.2431401843831129,0.38463641439235363,0.5490217815650518,5.705733035645363,67.48103602314858,59.02,5.354104998406473,0.7510939826704678,1
1,0,1,0,66.0834614843759,1.6541080817808704,0.2321529752335968,0.38706465974049614,0.5576047873995754,5.680008060174942,67.52503294381295,59.02,5.382234177191886,0.7517523920102894,1
0,1,0,1,68.22800279220563,1.6387811688306417,0.5016622701300008,0.5338267064932241,0.3008751805194352,6.997356792207255,69.57888370129433,59.27726870129838,5.2947135844145095,0.7982776708166585,1
0,0,0,1,65.31503960284007,1.484990570752362,0.515419841180038,0.34066540943364826,0.6068215782046116,7.329973598106615,66.34998868490283,65.46394570796369,3.0725462033134257,0.8716019165184926,1
1,0,0,1,64.59090443856202,1.2272394088205318,0.5088733992819419,0.4811349256309647,0.3562308371898454,6.3919157639998145,67.39053300123228,59.90782955425739,4.152789163281756,0.8198376836380892,1
1,0,0,1,65.07974067211984,1.2227546727328455,0.5346606317861381,0.435054262329988,0.3322374991207237,6.435641940854755,67.03399648226122,59.67686564574155,4.222302572640894,0.7962665298343978,1
0,1,0,0,63.93161346484966,1.2332879498637646,0.4740942882833538,0.5432836848501807,0.38859053177114034,6.332942488828295,67.87139201416929,60.21932941798387,4.05903677711165,0.8516279804204204,1
1,0,0,1,64.85168823381194,1.224846896937505,0.5226303426093457,0.4565518660328649,0.3434308986156523,6.415242754859325,67.20032830653166,59.784615192281514,4.189873097468671,0.8072629714433573,1
0,1,0,1,67.70220204194048,1.5105370834001164,0.5334668033167711,0.46508787670246243,0.28984618917241,6.8665478250681184,68.51445779222097,59.200322250040074,5.033095650136238,0.777626134352732,1
0,1,0,0,70.2872195169031,1.2311675758793148,0.32082655390396336,0.5693002843540781,0.5702242643874198,5.289945447241116,68.2355396087016,60.68518263583943,4.779848789948351,0.9167463840504912,1
0,0,1,0,54.210869892233305,1.4761600353912119,0.2177609139459482,0.5014637992603145,0.45320980311804804,3.779565591123774,77.23724766930304,68.64869140096707,5.927100717382609,0.7343983438043213,1
0,1,1,0,54.73222278995247,1.9600715380767806,0.30157179355539443,0.5477276443510061,0.20193919263473648,3.7317015841096777,77.63089422595975,63.6652120594442,5.227562595817183,0.659806892398203,1
0,1,1,0,54.71691826220838,1.9816221536092868,0.3284161663270662,0.5183209470912798,0.22642081116783624,4.699016511996597,78.0062331481948,64.48452970987204,5.1031281861993225,0.6767861035385245,1
0,1,1,0,54.45694706615378,1.66696594246099,0.2440841198461338,0.3925221997074802,0.2599239226309385,4.144442347076977,78.29819942569218,66.4700426721563,4.294087814921545,0.5651786078154617,1
0,1,1,0,54.68537238730648,1.987203346861161,0.31803029366705693,0.5198739747787579,0.21545255312502273,4.613357328609138,78.06058911725653,64.54349622988096,5.128850207273177,0.666666271694631,1
0,0,1,0,54.1261592452228,1.3168233422047915,0.20626446899452294,0.49339611859264765,0.5417525984456918,3.682753423111772,76.90243892159488,69.74992981210359,6.116691213072779,0.7716656926802721,1
0,1,1,0,54.71444402565747,1.9646596062819428,0.29815941782780503,0.5462938730368929,0.1980393346603486,3.7606637646547645,77.68824507852428,63.75898070338721,5.2315771554967,0.6557793039000934,1
0,1,1,0,54.59576504327846,1.9952864404442683,0.27538070991957553,0.5367229873611662,0.17200652562237204,3.953995655304443,78.07108050555335,64.38491662657974,5.2583756353887345,0.6288938524443145,1
0,1,1,0,54.489311940839585,1.9998962696744569,0.25554947768537223,0.52798208960377,0.16217156659862464,4.09778507524524,78.33775671855645,65.0289447690854,5.303920894311406,0.6119013811042454,1
0,0,1,0,54.228754597759675,1.5098003148336774,0.2201881239816704,0.5031671045485406,0.4345160275797666,3.8000052545824876,77.30793483876444,68.4161902291242,5.887073043109295,0.7265301999060414,1
1,0,0,1,54.436309768254524,1.4977400996871104,0.2378929304763577,0.3271019653668464,0.31213628631605006,4.16095218539638,78.2589885596836,67.22743150505892,3.8214936930286383,0.5450361079586052,1
0,1,1,0,54.7111745832804,1.9655033333469933,0.29753189582317374,0.5460302083290646,0.19732216665505564,3.7659897917528955,77.69879166683741,63.77622437527918,5.232315416678619,0.6550386467714749,1
0,1,1,0,54.593225455501944,2.0035062655650404,0.28769268842679463,0.5244104391137504,0.18341377375913825,4.363142967632208,78.21936536898126,64.71574011010021,5.20398539782149,0.6371057837483438,1
0,1,1,0,55.827197619460556,1.5816970824621017,0.35121464582590334,0.587167303075123,0.258732399357446,4.560591784384755,78.51927382426437,65.44709529705752,4.858082238257911,0.7380833412899825,1
0,1,1,0,55.508344684005394,1.6869972802821689,0.3285800238645805,0.573192884299002,0.2328502012016725,4.452339244569733,78.48581394832155,65.31325579328622,4.959445980084705,0.7066390729224521,1
0,0,1,0,54.21560933131129,1.4850746946093425,0.21840412353510447,0.5019151744105996,0.44825596084366903,3.7849820929271956,77.25597973803988,68.58707869295314,5.916493401350909,0.7323132891408384,1
1,0,0,1,54.43942207505473,1.523261015448794,0.23882662251641928,0.33696797792349714,0.3042621501115307,4.158462339956215,78.26490194260398,67.11320984549137,3.8927655187533396,0.5480737943642415,1
