Equipment Type_Centrifugal,Equipment Type_Exhaust,Location_Plant B,Location_Plant C,Vibration_Z,RPM,Temperature (°C),Humidity (%),Sound (dB),Pressure (bar),Current (A),Vibration_Y,Vibration_X,vibration_total,Misalignment
0,0,1,0,55.6217433290754,1.4708011868256459,0.44806157254398093,0.3241758164395979,0.5789183977853779,4.237181010789664,68.68131306502143,64.95804153889762,5.989755197331864,0.8009017265406057,1
1,0,1,0,52.07075036491466,1.4377742092436412,0.43379302514000456,0.3846209245799863,0.2786266666594716,3.79658329278726,65.02153511757642,64.80122076232374,4.86511013788543,0.6936677589860204,1
0,1,0,1,54.606161307564655,1.4226366012689131,0.5227144836700827,0.23142896734016521,0.320404801652842,3.796375250626319,64.97713559876364,65.87571032659835,5.325391721490145,0.6766318714679072,1
1,0,1,0,51.66287582939161,1.420231218468456,0.4177119502627515,0.4328641492117456,0.2185419232544623,3.841902685623155,64.83002413494731,64.42989412424899,4.951363175863424,0.6801841229396542,1
0,0,1,0,55.30048029525216,1.4775292084763945,0.45697620123122273,0.3004595401207094,0.5698355685568675,4.129532664377688,68.1884854791041,65.19352229667382,5.735772380016107,0.7920244441297919,1
1,0,1,0,54.06510973151912,1.4771760696334248,0.47636677013606593,0.41117216231470544,0.4524743959788717,3.577176069633425,68.52782143435242,66.00176069633424,5.271515184504543,0.7933184617189679,1
0,0,0,1,53.3926128676383,1.494628510436056,0.485909467899718,0.228271596300846,0.4733526482434918,3.6497096813735217,65.64219457226028,66.00463680422985,4.585576490356058,0.7373662773728265,1
0,0,0,1,53.912368402877355,1.493086624700275,0.4878223697841981,0.30202575455611297,0.4881140393286162,3.593086624700275,67.21042747481722,66.16086624700274,4.902390306953618,0.7719239083977684,1
0,1,0,1,55.11428295127929,1.3707874539510927,0.5361952619727159,0.2583905239454319,0.1983864749649044,3.906986764904336,64.48284039433375,65.60609476054567,5.8093170964564695,0.6335748865213395,1
1,0,0,0,61.97556933756661,1.57,0.5585477232107638,0.2658738025259804,0.5442400649873417,7.461969101249005,73.74606253599451,63.852954021119764,7.163968658153493,0.8321520257321163,1
1,0,0,0,62.04491850120363,1.57,0.5786147152419019,0.23754393142319744,0.5864397688175288,7.377864796412617,74.39381323464669,63.96656860835488,6.792139099929466,0.8679862269234413,1
1,0,0,0,63.19647603063868,1.5008676987289287,0.5452830753177679,0.48226283006062254,0.48259246129766514,6.609185475716675,71.73165701859281,63.30409311183855,7.297923117055804,0.8870808739793589,1
1,0,0,0,63.21897331836197,1.4996952016488876,0.545576199587778,0.4852014008674753,0.4826364299381667,6.5925506733935935,71.7142161245272,63.29771765896583,7.290595010305548,0.888937655252397,1
0,1,0,1,63.75172451825819,1.471929666800876,0.552517583299781,0.5547887725803047,0.4836776374949671,6.198627147737428,71.30120379366303,63.146742563229765,7.117060417505475,0.9329075090109017,1
0,0,1,0,62.31324564374002,1.57,0.6562583139332803,0.12792943915301613,0.7497196895949864,7.052446772485516,76.90010292769927,64.40616839506343,5.353448888883337,1.0066366201865697,1
1,0,0,0,62.303246881298506,1.5507445830533997,0.45145971763726345,0.36772902168713123,0.5815723243933171,7.10861457633499,72.02107337467422,64.13250229824511,7.2221383780334145,0.850065154995863,1
1,0,0,0,61.92710564686143,1.57,0.5445241871769249,0.28567173575022375,0.5147493936220625,7.5207442155084765,73.29339104196103,63.773556059751705,7.423816531721687,0.8071097966391553,1
1,0,0,0,62.225446881747885,1.554202360811205,0.4652043842245399,0.3571827995258247,0.5633325467208935,7.195059020280125,72.15376559613,64.05124452093668,7.313337266395533,0.8370526506101378,1
0,0,1,0,63.466464820376686,1.4990460079832584,0.2459578817334523,0.5254096756510618,0.8542823078883117,5.816150199581461,70.03714055635754,65.34741881239343,5.858588460558441,1.0446201501274537,1
0,1,0,1,63.85263919485148,1.466670269975167,0.5538324325062082,0.5679701358747375,0.48387486487593123,6.124009455272683,71.2229702658806,63.11814459298997,7.084189187344794,0.9412363566470178,1
0,0,0,0,51.6220022319327,1.8813284695956365,0.6578145995781456,0.5380479529050941,0.633113981614126,6.309272336675974,65.81,66.20146322206305,3.4317192517511317,1.0704701892251256,1
0,1,1,0,51.36564126544709,1.5485913060085157,0.6908099632581612,0.4905162570982494,0.18316804886295512,4.893202366756031,64.77374738750986,68.42649195972244,3.7261927756820694,0.8904441793627976,1
0,1,0,1,50.339315001818285,1.2203122034183702,0.37042241148008154,0.42920270105460356,0.5485172405382115,7.114361601163701,69.25547998545375,66.52038909843628,4.584920793308722,0.7925501053206597,1
0,1,0,1,50.34674283065486,1.2342765216311387,0.37646866415305685,0.43351084177981936,0.5507158778738389,7.119115411619111,69.19605735476111,66.51400116563681,4.557586383190111,0.7995618105937777,1
0,0,0,1,53.508401070245874,1.5521582025074316,0.5179172360656584,0.22596921891569965,0.5381610199540668,3.916457702842484,65.81,66.31540677605511,4.387579065795727,0.7856579693086572,1
0,0,0,0,50.95413594472656,1.8811777980977165,0.7116670822535857,0.6207323243399535,0.5236464238152896,6.6181424782695135,65.48965390437984,66.85375244628368,3.224494507954292,1.1036874004792718,1
1,0,1,0,50.15841603771552,1.9846974842752232,0.6432306813391333,0.3701878511427722,0.46987355345226606,4.928563312287133,66.34607976940985,68.66428962272511,4.8272014675659936,0.886923460824447,1
0,0,0,0,50.39696300720795,2.0023676301635516,0.6735644317807635,0.49063934561487677,0.5502727172441598,5.888641238886303,66.13698304306465,67.6835965259229,4.114505583403419,1.0086900240919898,1
0,1,0,1,50.34900072355497,1.2385213602833423,0.378306588973745,0.4348204196618822,0.5513842141722709,7.12056046307518,69.17799421156025,66.51205937774273,4.549277337317713,0.8016932112900162,1
0,1,1,0,51.30179819432798,1.6001905004746482,0.6940458449450203,0.5107186535756674,0.23599163099438558,5.160818527885464,64.88481684000476,68.1824889892809,3.6483567026738357,0.9235278393931705,1
0,1,0,1,50.38177627675014,1.3001394002902589,0.40498588927461204,0.45383024051507986,0.5610857779180408,7.141536817120088,68.9157897859989,66.48387240199489,4.428663301559493,0.8326326047822561,1
0,1,0,0,66.95406867136234,1.3094261341449784,0.45436922891017034,0.40273611797682896,0.39370976452758966,7.0471636961738895,74.3693414983188,67.710033025449,4.235559759883993,0.7383018544712157,1
1,0,0,0,67.09581153551365,1.6314485060749968,0.6292734121340143,0.5254351355296208,0.7469330925546945,7.056300207943193,74.0649970814644,65.79323446791213,4.269866294546241,1.1103624499266223,1
0,0,0,0,67.29431453620435,1.5101411167640104,0.5987627657315542,0.5118340040008132,0.6535631626001777,7.442278264841785,73.95104165514195,66.13142476538518,5.346928872368029,1.0259686009287416,1
1,0,0,0,64.06568417621696,1.8278537635334313,0.7375436252548283,0.6353903226500733,0.4188101687202114,4.831733639184268,70.4274884767831,65.07858494586627,4.498349002038626,1.0608664474236138,1
1,0,0,0,64.20658356183858,1.8212343293095967,0.7330518663172263,0.6304257469821974,0.43672992279759193,4.929606702350964,70.6047947506358,65.10506268276161,4.46241493053781,1.0651991135769852,1
1,0,0,0,66.8713422673249,1.6960443230115816,0.6481015049007162,0.5365332422586863,0.7756371541329327,6.780630366900186,73.95809849076122,65.60582270795366,3.7828120392057287,1.147140633756264,1
1,0,0,0,66.98846296289894,1.5944074068769265,0.5963685182541927,0.49953148130130093,0.6919574068522317,6.914500000246948,74.18262962997719,66.15246296586231,3.8719629636397834,1.0474109629698525,1
1,0,0,0,66.60744825510541,1.7084420282836386,0.6565142334781834,0.545831521212729,0.742074794860721,6.597321438949057,73.6260170995454,65.55623188686545,3.850113867825467,1.139025874066032,1
0,1,1,0,67.30491156219382,1.7916371873979413,0.6614235178396471,0.4724696473812058,0.4747467793364259,6.499750245907499,74.10548040180029,67.64822414975912,3.8516371873979414,0.9544299305296626,1
0,1,0,1,69.46153384286941,1.1747952421901247,0.3667707731784956,0.7331751911448086,0.7412973095488694,6.240305296010152,74.46346983853992,66.76672160850114,6.620426507797877,1.1171601736774563,1
1,0,0,0,67.08967477385048,1.719891591283494,0.6491242727914561,0.5144920679625249,0.6986955329222364,6.761109203181557,74.11572977267379,66.22356159834366,3.7798915912834943,1.093256939039296,1
0,0,1,0,58.749088780118655,1.5204682154361464,0.47878840294416514,0.5355017106043318,0.6682742660739732,4.474615522484317,68.57067711216327,73.94913920210054,4.6173077612421585,1.0103198671461135,1
0,0,0,0,60.125924118851536,1.35389454579832,0.2927698423921568,0.5969030547310927,0.3728605100672288,3.922749336106448,70.77865671991596,76.82485842014005,4.295136001512608,0.7705453625377539,1
0,0,1,0,58.92291128940752,1.2088634284364874,0.289793618537195,0.34842973266097976,0.6613838532472062,3.6502692812113993,69.82406767654368,73.31212376734047,5.384945127679363,0.815321779205066,1
0,0,1,0,59.01057088547375,1.2793722339680162,0.2875068464659022,0.4307535272275216,0.6794874654782744,3.9856625183343475,69.3705245490706,73.83427005695233,5.245833160009049,0.870472041376601,1
0,0,1,0,58.98844006238896,1.261571354530254,0.28808417228550526,0.40996979772181014,0.6749169694064165,3.9009880647925597,69.48502750329187,73.70244732814295,5.280953814034904,0.8565486291094979,1
0,1,0,0,58.2076936678833,1.5003344218766512,0.3872473543055025,0.550618876943837,0.623735924600665,5.70254082037442,69.0357178282026,74.94381319528195,4.046790335872277,0.9316781990453004,1
0,0,1,0,59.56647490485838,1.435367732302177,0.2851656783184635,0.6408985754431755,0.6042443597381824,4.579966373904227,69.03513052873342,75.85261172786069,4.653618022129578,0.9364907360350085,1
0,0,1,0,59.00008988328485,1.270941862642164,0.2877802639143082,0.4209104990849051,0.6773229106783935,3.945561292568132,69.42475234300446,73.77183973956629,5.262466054787081,0.8638780112364047,1
0,1,0,0,57.83400742475631,1.5075554120820036,0.42497702812846894,0.5100008070387296,0.5856452012674309,5.973327953075136,69.37510436785416,74.81022487648293,3.7615612227608564,0.8976869216979748,1
1,0,1,0,59.41719812485494,1.2005366669245414,0.11943526056575057,0.6894530416441026,0.6305678646760071,6.974842393955681,67.39007489646997,77.22384395657656,4.2998065630076905,0.9442239008331943,1
1,0,1,0,59.37453244371626,1.2763867667266406,0.1632860995138391,0.6828161579114189,0.6578264942923865,6.422558854771648,67.57732983035639,76.70711515167476,4.449136446993073,0.9667985139611545,1
0,1,0,1,69.74442984813957,1.7781719838920105,0.18782989277575785,0.5842078596865379,0.5008549508514968,3.5707738159235998,66.91579423608815,56.61708025035225,6.423181367230852,0.8103835942738316,1
1,0,0,0,70.5858997110636,1.4716365338268322,0.38617636046499093,0.4513758313249606,0.5357158451726348,3.7991727787172622,69.16973136892035,58.39618796053446,5.575701005285947,0.8133393490563612,1
1,0,0,0,72.1300543768406,1.2515327576740631,0.5174647706513643,0.23506947002744236,0.4693045741951545,4.113856610930885,68.2283980354379,60.97931765809844,5.705399255303238,0.7701100551965208,1
1,0,0,0,70.83668843270549,1.387200514051872,0.44058637537060585,0.4123420050277794,0.5434696143483567,3.8651323909049013,69.7388323897775,58.91264550260981,5.357185347266862,0.8132366150181999,1
1,0,0,0,70.80506642270957,1.3727324794834863,0.4456603293420838,0.45941548015580563,0.5538804391227784,4.1560146374259475,70.88498846763774,58.4901145486367,5.766887281041543,0.847991458870767,1
0,1,1,0,70.45403375959462,1.4699107886624305,0.3249455107272582,0.5206104869762728,0.36338457122174883,4.012556960173731,72.49423143167377,61.71772992324298,5.553409280231641,0.7260803251258365,1
0,1,1,0,70.79016380097302,1.3205733034055447,0.4657788686864328,0.5905585514374879,0.580705158248577,5.050171941619236,74.25298098009912,57.34261267492198,7.026158817780424,0.9502856478699737,1
1,0,0,0,70.76140273120227,1.4009095909545937,0.4234290383648071,0.4302816463405591,0.520205475103196,3.8808274009133155,70.14191787345206,59.258778150381886,5.37776986788442,0.8021062710757905,1
1,0,0,0,70.61326778522796,1.4341643747447417,0.3759653924097777,0.4738151814840255,0.444626421034678,3.9443138063308707,71.27560368447983,60.44385771817625,5.4624184084411604,0.7654659448351917,1
0,1,0,0,73.0982029704796,1.1499787093902523,0.5750120646788571,0.1023721802699295,0.41378836113333783,4.300039032784538,67.09776296454481,62.526324326955155,5.966054645898353,0.7378276849754868,1
1,0,0,0,71.03035848539922,1.4267264142332017,0.4575672427512298,0.3627466993618574,0.45420414259014,3.9334528284664034,69.6598207573004,59.869774609681606,5.115359020176766,0.762516785840018,1
0,1,0,0,52.79173653707456,1.8825845890372397,0.6716229483204521,0.3634067959441829,0.43830090953719725,5.121186408111634,67.16809308396748,61.093093324144164,4.3118650418231335,0.8832869531705105,1
0,0,0,1,55.20653564801484,1.5476058521291383,0.2910707500719878,0.5169292499280121,0.5013836008414069,4.491590129890919,69.42399323079627,62.59136324935211,4.837859591771398,0.8014700134882673,1
0,0,1,0,53.657307935500455,1.5831371686929887,0.44526503303152726,0.332551679905724,0.6952619315800439,6.589807408582801,69.19084100669728,60.77920072748699,4.551153440832573,0.9257098963523933,1
0,1,0,0,54.490273993615325,2.114454275999967,0.5346900105115461,0.36356186210385366,0.3521069327000139,5.172395053076917,67.77315067092312,59.96576894157678,2.918444522307749,0.7404739272805253,1
0,1,0,0,53.52863094154962,2.036353882111981,0.6059215230976083,0.3474307654948592,0.3773922934491505,5.1531384690102815,67.30189233898057,60.99124613002973,3.688799854299507,0.7967823751210372,1
0,1,0,0,53.38214728085716,1.4948565441351869,0.6794614036299516,0.5047586529230392,0.6154359687425455,5.05324164310292,68.51190181276189,57.29077488766057,3.990825212073715,1.0498332252348526,1
0,1,0,0,52.79490416285286,1.8832455841183473,0.6713405231494334,0.36333812113056135,0.43803908681026504,5.121323757738877,67.16866823553156,61.09265552220733,4.309186724091892,0.8829151032423446,1
0,1,0,0,54.82070272602665,2.3059731975719573,0.4907205428556183,0.319418369083433,0.2705950321305884,5.209163261833134,67.53649615892625,60.812667102906886,2.5963163942538876,0.6451051146518967,1
0,1,0,0,52.031944095496335,1.7240371147783677,0.7393659600492428,0.37987926080224754,0.5011021818085686,5.088241478395505,67.03013619078118,61.198105287614325,4.954291171287653,0.972479548696765,1
0,1,0,0,54.77220219851475,2.268332601170518,0.48649289379924304,0.31977684980868526,0.2934354576186454,5.289097435066135,67.63463443123985,60.80823443225299,2.692996335808765,0.6590553170179698,1
0,1,0,1,55.22032422919293,1.9073037573251348,0.5128634810473994,0.4278771322787599,0.5389556293487061,4.143600690694338,70.41853240134256,62.18215016022547,3.9819795115347167,0.8653250196389793,1
0,0,1,0,55.31173343651579,1.5064465008297427,0.48243409802891657,0.3851119207674231,0.547603110373562,4.075866718257896,69.09029136908586,65.26814253547595,5.774998522200062,0.8359191966823698,1
0,1,0,1,57.45159740782324,1.517903674005969,0.4757422044035814,0.6738225998032156,0.4736538437067488,6.750571783111583,67.86815313309137,65.43777894446326,5.368510033518821,0.9536787210671902,1
0,0,1,0,56.348049204934895,1.488397037565104,0.4580382225390625,0.46019455197135456,0.5391585766054686,5.210325360898441,68.40517391631509,65.1250085981901,5.769800289114582,0.8602257006912656,1
0,0,1,0,56.271362122552205,1.4863465808169039,0.4568079484901424,0.4453492451143846,0.5437105905864732,5.103291518642386,68.44249222913234,65.10327375665918,5.797686500890106,0.8537315217748193,1
0,0,1,0,55.93842065412167,1.4774444025166222,0.45146664150997334,0.380897474220345,0.5634734264130986,4.6385978113676805,68.60451187419747,65.0089106666762,5.918756125773937,0.8255366629079454,1
0,0,1,0,56.2314798829667,1.4852802107745107,0.45616812646470645,0.4376287260074578,0.5460779320805861,5.047627002429461,68.4619001639039,65.09197023420981,5.812189133466654,0.8503541289804974,1
0,1,1,0,58.26365276262976,1.522599045709692,0.5934006772253095,0.3112202862870924,0.645748807137115,4.81982299518833,69.22215791900551,65.70145267040881,6.037533015236564,0.9312786374354409,1
1,0,0,1,53.946304939281134,1.6493401807729045,0.6213585090847683,0.61294795489902,0.4205865059796404,3.3931524696405675,70.46365840409514,66.5938783438375,4.814435451471031,0.9690655492856398,1
0,0,1,0,56.34873882204781,1.4884154765253423,0.45804928591520544,0.4603280500434791,0.5391176421137398,5.211287874622874,68.40483832723876,65.12520405116864,5.769549519255343,0.8602841003170686,1
0,0,1,0,55.70772350904182,1.1898192091677258,0.3079568085601355,0.4992249740715453,0.23920957001258997,4.172042199640458,71.58762642606501,66.09466689714182,4.820860371669996,0.6515903290798932,1
1,0,0,1,54.76544931353787,1.461008237977861,0.49943328374740703,0.5753678604101804,0.33022891303948404,3.7457491991004965,71.1509262014033,66.5194005720788,4.621008237977861,0.8440032755701374,1
